	Virus	Type	Sample	Qty	Ct
1167	apparli	Standard	std	1000000.0	15.21
1168	apparli	Standard	std	1000000.0	15.41
1169	apparli	Standard	std	10000.0	23.39
1170	apparli	Sample	12_141	12500000.0	10.93
1171	apparli	Sample	12_141	11700000.0	11.05
1172	apparli	Sample	13_1	122321.96	19.0
1173	apparli	Sample	13_1	130682.98	18.88
1174	apparli	Sample	13_2	150211.89	18.64
1175	apparli	Sample	13_2	145283.61	18.7
1176	apparli	Sample	13_17	26400000.0	9.63
1177	apparli	Sample	13_17	28300000.0	9.51
1178	apparli	Sample	13_18	81703.77	19.7
1179	apparli	Sample	13_18	81802.42	19.7
1180	apthili	Standard	std	100000000.0	4.36
1181	apthili	Standard	std	100000000.0	3.99
1182	apthili	Standard	std	1000000.0	16.31
1183	apthili	Standard	std	1000000.0	10.66
1184	apthili	Standard	std	10000.0	18.81
1185	apthili	Standard	std	10000.0	18.58
1186	apthili	Standard	std	100.0	23.09
1187	apthili	Standard	std	100.0	23.29
1188	apthili	Sample	12_36	0.0372	34.9
1189	apthili	Sample	12_36	0.0369	34.91
1190	apthili	Sample	12_37	0.00022	41.83
1191	apthili	Sample	12_38	1069.98	21.02
1192	apthili	Sample	12_38	1080.78	21.0
1193	apthili	Sample	12_39	0.0183	35.85
1194	apthili	Sample	12_39	0.00405	37.89
1195	apthili	Sample	12_40	30.0	25.85
1196	apthili	Sample	12_40	33.52	25.7
1197	apthili	Sample	12_41	218.82	23.16
1198	apthili	Sample	12_41	199.46	23.29
1199	apthili	Sample	12_42	46.19	25.27
1200	apthili	Sample	12_42	29.57	25.87
1201	apthili	Sample	12_43	0.234	32.41
1202	apthili	Sample	12_43	0.171	32.83
1203	apthili	Sample	12_44	1559.54	20.51
1204	apthili	Sample	12_44	1461.74	20.6
1205	apthili	Sample	12_45	184.73	23.39
1206	apthili	Sample	12_45	163.37	23.56
1207	apthili	Sample	12_46	28.7	25.91
1208	apthili	Sample	12_46	25.71	26.06
1209	apthili	Sample	12_47	8000.09	18.3
1210	apthili	Sample	12_47	7172.64	18.45
1211	apthili	Sample	12_48	66.95	24.76
1212	apthili	Sample	12_48	51.64	25.11
1213	apthili	Sample	12_49	131.02	23.86
1214	apthili	Sample	12_49	112.88	24.06
1215	apthili	Sample	12_50	0.705	30.92
1216	apthili	Sample	12_50	0.934	30.54
1217	apthili	Sample	12_51	28.6	25.91
1218	apthili	Sample	12_51	24.11	26.14
1219	apthili	Sample	12_52	460.5	22.16
1220	apthili	Sample	12_52	467.54	22.14
1221	apthili	Sample	12_53	49.1	25.18
1222	apthili	Sample	12_53	51.46	25.12
1223	apthili	Sample	12_54	756.5	21.49
1224	apthili	Sample	12_54	775.45	21.45
1225	apthili	Sample	12_55	14.59	26.82
1226	apthili	Sample	12_55	11.28	27.17
1227	apthili	Sample	12_56	0.664	31.0
1228	apthili	Sample	12_56	0.609	31.12
1229	apthili	Sample	12_57	1630.36	20.45
1230	apthili	Sample	12_57	1784.4	20.33
1231	apthili	Sample	12_58	19.56	26.43
1232	apthili	Sample	12_58	17.28	26.59
1233	apthili	Sample	12_59	287.69	22.79
1234	apthili	Sample	12_59	368.74	22.46
1235	apthili	Sample	12_60	3.5	28.75
1236	apthili	Sample	12_60	3.36	28.81
1237	apthili	Sample	12_61	0.0131	36.3
1238	apthili	Sample	12_61	0.0316	35.11
1239	apthili	Sample	12_62	40.03	25.46
1240	apthili	Sample	12_62	25.71	26.06
1241	apthili	Sample	12_63	370.91	22.45
1242	apthili	Sample	12_63	240.84	23.03
1243	apthili	Sample	12_64	18.16	26.53
1244	apthili	Sample	12_64	18.31	26.52
1245	apthili	Sample	12_65	0.00156	39.18
1246	apthili	Sample	12_65	0.0068	37.19
1247	apthili	Sample	12_67	2207.08	20.04
1248	apthili	Sample	12_67	2148.85	20.08
1249	apthili	Sample	12_68	844.45	21.34
1250	apthili	Sample	12_68	904.01	21.25
1251	apthili	Sample	12_69	19.0	26.47
1252	apthili	Sample	12_69	19.91	26.4
1253	apthili	Sample	12_70	113.67	24.05
1254	apthili	Sample	12_70	113.76	24.05
1255	apthili	Sample	12_73	48.7	25.19
1256	apthili	Sample	12_73	43.45	25.35
1257	apthili	Sample	12_74	33.09	25.72
1258	apthili	Sample	12_74	25.76	26.05
1259	apthili	Sample	12_75	0.00268	38.45
1260	apthili	Sample	12_75	0.000293	41.44
1261	AOV	Standard	std	10000000000.0	7.06
1262	AOV	Standard	std	10000000000.0	7.12
1263	AOV	Standard	std	100000000.0	17.3
1264	AOV	Standard	std	100000000.0	17.53
1265	AOV	Standard	std	1000000.0	24.92
1266	AOV	Standard	std	1000000.0	24.67
1267	AOV	Standard	std	10000.0	29.66
1268	AOV	Standard	std	10000.0	29.94
1269	AOV	Sample	12_48	3066.2	33.04
1270	AOV	Sample	12_48	3470.87	32.83
1271	AOV	Sample	12_50	272.77	37.0
1272	AOV	Sample	12_50	112.7	38.45
1273	AOV	Sample	12_64	3534.12	32.8
1274	AOV	Sample	12_64	2259.94	33.54
1275	BMLV	Standard	std	100000000.0	8.61
1276	BMLV	Standard	std	100000000.0	8.52
1277	BMLV	Standard	std	1000000.0	17.1
1278	BMLV	Standard	std	1000000.0	17.4
1279	BMLV	Standard	std	10000.0	23.74
1280	BMLV	Standard	std	10000.0	23.62
1281	BMLV	Standard	std	100.0	31.63
1282	BMLV	Standard	std	100.0	32.01
1283	BMLV	Sample	12_1	71.73	32.31
1284	BMLV	Sample	12_1	56.65	32.7
1285	BMLV	Sample	12_2	1047.93	27.87
1286	BMLV	Sample	12_2	947.18	28.04
1287	BMLV	Sample	12_3	3.64	37.25
1288	BMLV	Sample	12_4	18.74	34.53
1289	BMLV	Sample	12_4	32.65	33.61
1290	BMLV	Sample	12_6	40.98	33.24
1291	BMLV	Sample	12_6	36.15	33.45
1292	BMLV	Sample	12_7	2.93	37.61
1293	BMLV	Sample	12_7	4.32	36.96
1294	BMLV	Sample	12_9	8.64	35.82
1295	BMLV	Sample	12_10	19.61	34.46
1296	BMLV	Sample	12_10	11.78	35.3
1297	BMLV	Sample	12_14	119.94	31.46
1298	BMLV	Sample	12_14	119.19	31.47
1299	BMLV	Sample	12_17	32.64	33.62
1300	BMLV	Sample	12_17	45.27	33.07
1301	BMLV	Sample	12_18	26.31	33.97
1302	BMLV	Sample	12_18	15.91	34.8
1303	BMLV	Sample	12_20	26397.06	22.53
1304	BMLV	Sample	12_20	26043.2	22.56
1305	BMLV	Sample	12_23	22.26	34.25
1306	BMLV	Sample	12_23	42.37	33.18
1307	BMLV	Sample	12_24	14.14	35.0
1308	BMLV	Sample	12_24	58.88	32.64
1309	BMLV	Sample	12_25	10041.21	24.13
1310	BMLV	Sample	12_25	9903.71	24.16
1311	BMLV	Sample	12_26	6512.34	24.85
1312	BMLV	Sample	12_26	7530.9	24.61
1313	BMLV	Sample	12_27	7.61	36.03
1314	BMLV	Sample	12_29	2.71	37.73
1315	BMLV	Sample	12_30	8.29	35.88
1316	BMLV	Sample	12_30	8.16	35.91
1317	BMLV	Sample	12_31	2809.8	26.24
1318	BMLV	Sample	12_31	2764.01	26.27
1319	BMLV	Sample	12_32	165.43	30.93
1320	BMLV	Sample	12_32	209.73	30.54
1321	BMLV	Sample	12_33	35.13	33.49
1322	BMLV	Sample	12_33	22.58	34.22
1323	BMLV	Sample	12_34	42.63	33.17
1324	BMLV	Sample	12_34	41.46	33.22
1325	BMLV	Sample	12_35	195.45	30.65
1326	BMLV	Sample	12_35	171.46	30.87
1327	BMLV	Sample	12_36	3.57	37.28
1328	BMLV	Sample	12_37	56.07	32.72
1329	BMLV	Sample	12_37	78.9	32.15
1330	BMLV	Sample	12_38	3236.05	26.01
1331	BMLV	Sample	12_38	2950.31	26.16
1332	BMLV	Sample	12_39	2598.43	26.37
1333	BMLV	Sample	12_39	2694.21	26.31
1334	BMLV	Sample	12_40	72.26	32.3
1335	BMLV	Sample	12_40	78.37	32.17
1336	BMLV	Sample	12_41	421531.94	17.95
1337	BMLV	Sample	12_41	426846.63	17.93
1338	BMLV	Sample	12_42	68.94	32.38
1339	BMLV	Sample	12_42	85.46	32.02
1340	BMLV	Standard	std	100000000.0	9.2
1341	BMLV	Standard	std	100000000.0	8.55
1342	BMLV	Standard	std	1000000.0	17.02
1343	BMLV	Standard	std	1000000.0	17.0
1344	BMLV	Standard	std	10000.0	24.02
1345	BMLV	Standard	std	10000.0	23.47
1346	BMLV	Standard	std	100.0	31.08
1347	BMLV	Standard	std	100.0	31.92
1348	BMLV	Sample	12_86	3.6	36.86
1349	BMLV	Sample	12_86	1.0	38.93
1350	BMLV	Sample	12_87	49623.61	21.42
1351	BMLV	Sample	12_87	38791.71	21.82
1352	BMLV	Sample	12_88	2189.3	26.47
1353	BMLV	Sample	12_88	1626.81	26.95
1354	BMLV	Sample	12_89	6.76	35.84
1355	BMLV	Sample	12_90	4.86	36.37
1356	BMLV	Sample	12_91	16062.55	23.24
1357	BMLV	Sample	12_91	14084.56	23.46
1358	BMLV	Sample	12_92	1633.22	26.95
1359	BMLV	Sample	12_92	1866.36	26.73
1360	BMLV	Sample	12_93	718.0	28.28
1361	BMLV	Sample	12_93	617.17	28.52
1362	BMLV	Sample	12_95	2.48	37.46
1363	BMLV	Sample	12_95	2.4	37.52
1364	BMLV	Sample	12_96	17.7	34.28
1365	BMLV	Sample	12_96	12.13	34.89
1366	BMLV	Sample	12_99	17.66	34.28
1367	BMLV	Sample	12_99	20.71	34.02
1368	BMLV	Sample	12_100	932.58	27.86
1369	BMLV	Sample	12_100	776.2	28.15
1370	BMLV	Sample	12_101	62.17	32.24
1371	BMLV	Sample	12_101	34.33	33.2
1372	BMLV	Sample	12_102	40374.05	21.75
1373	BMLV	Sample	12_102	41051.76	21.72
1374	BMLV	Sample	12_104	2883.73	26.03
1375	BMLV	Sample	12_104	2259.93	26.42
1376	BMLV	Sample	12_105	37.43	33.06
1377	BMLV	Sample	12_105	34.81	33.18
1378	BMLV	Sample	12_106	578.83	28.63
1379	BMLV	Sample	12_106	438.76	29.08
1380	BMLV	Sample	12_107	8.68	35.43
1381	BMLV	Sample	12_107	9.4	35.3
1382	BMLV	Sample	12_108	8476.65	24.28
1383	BMLV	Sample	12_108	9022.51	24.18
1384	BMLV	Sample	12_109	512.74	28.82
1385	BMLV	Sample	12_109	563.72	28.67
1386	BMLV	Sample	12_111	4.09	36.65
1387	BMLV	Sample	12_111	19.21	34.14
1388	BMLV	Sample	12_112	793.97	28.12
1389	BMLV	Sample	12_112	820.66	28.06
1390	BMLV	Sample	12_113	3.31	36.99
1391	BMLV	Sample	12_114	11.33	35.0
1392	BMLV	Sample	12_115	6.34	35.94
1393	BMLV	Sample	12_115	5.95	36.04
1394	BMLV	Sample	12_117	3036.95	25.94
1395	BMLV	Sample	12_117	3161.49	25.88
1396	BMLV	Sample	12_118	996.1	27.75
1397	BMLV	Sample	12_118	884.11	27.94
1398	BMLV	Sample	12_119	9903.78	24.03
1399	BMLV	Sample	12_119	6700.47	24.66
1400	BMLV	Sample	12_121	5749.41	24.91
1401	BMLV	Sample	12_121	4384.95	25.35
1402	BMLV	Sample	12_122	16192.6	23.23
1403	BMLV	Sample	12_122	18708.97	23.0
1404	BMLV	Sample	12_123	165.57	30.66
1405	BMLV	Sample	12_123	184.95	30.48
1406	BMLV	Sample	12_124	1110.94	27.57
1407	BMLV	Sample	12_124	1001.59	27.74
1408	BMLV	Sample	12_125	2451.06	26.29
1409	BMLV	Sample	12_125	2532.5	26.24
1410	BMLV	Sample	12_126	2202.02	26.46
1411	BMLV	Sample	12_126	2199.16	26.47
1412	apparli	Standard	std	10000000000.0	2.37
1413	apparli	Standard	std	10000000000.0	2.34
1414	apparli	Standard	std	100000000.0	7.02
1415	apparli	Standard	std	100000000.0	6.93
1416	apparli	Standard	std	1000000.0	15.49
1417	apparli	Standard	std	1000000.0	16.0
1418	apparli	Standard	std	10000.0	23.84
1419	apparli	Standard	std	10000.0	23.11
1420	apparli	Sample	13_66	14993.67	22.32
1421	apparli	Sample	13_66	12646.86	22.59
1422	apparli	Standard	std	100000000.0	8.55
1423	apparli	Standard	std	100000000.0	8.77
1424	apparli	Standard	std	1000000.0	17.0
1425	apparli	Standard	std	1000000.0	16.88
1426	apparli	Sample	13_103	70600000.0	9.29
1427	apparli	Sample	13_103	69300000.0	9.32
1428	apparli	Sample	13_104	62700000.0	9.5
1429	apparli	Sample	13_104	39300000.0	10.34
1430	apparli	Sample	13_114	78136.33	21.52
1431	apparli	Sample	13_114	89147.94	21.29
1432	apthili	Standard	std	100000000.0	4.39
1433	apthili	Standard	std	100000000.0	4.16
1434	apthili	Standard	std	1000000.0	16.37
1435	apthili	Standard	std	1000000.0	16.33
1436	apthili	Standard	std	10000.0	18.96
1437	apthili	Standard	std	10000.0	19.38
1438	apthili	Standard	std	100.0	23.4
1439	apthili	Standard	std	100.0	23.4
1440	apthili	Sample	12_1	3112.5	20.33
1441	apthili	Sample	12_4	128.2	24.5
1442	apthili	Sample	12_8	10.49	27.78
1443	apthili	Sample	12_8	6.37	28.43
1444	apthili	Sample	12_15	174.33	24.1
1445	apthili	Sample	12_15	158.59	24.23
1446	apthili	Sample	12_22	3711.24	20.1
1447	apthili	Sample	12_22	3957.54	20.02
1448	apthili	Sample	12_29	5.48	28.63
1449	apthili	Sample	12_29	7.39	28.23
1450	apthili	Sample	12_36	0.841	31.07
1451	apthili	Sample	12_36	0.907	30.97
1452	apthili	Sample	12_1	2633.72	20.55
1453	apthili	Sample	12_5	5.35	28.66
1454	apthili	Sample	12_9	0.14	33.41
1455	apthili	Sample	12_9	0.0678	34.36
1456	apthili	Sample	12_16	278.38	23.49
1457	apthili	Sample	12_16	314.09	23.33
1458	apthili	Sample	12_23	2.37	29.72
1459	apthili	Sample	12_23	2.38	29.72
1460	apthili	Sample	12_30	89.72	24.97
1461	apthili	Sample	12_30	101.85	24.8
1462	apthili	Sample	12_37	643.23	22.39
1463	apthili	Sample	12_37	647.29	22.39
1464	apthili	Sample	12_2	391.03	23.05
1465	apthili	Sample	12_5	4.43	28.9
1466	apthili	Sample	12_10	4.71	28.82
1467	apthili	Sample	12_10	4.37	28.92
1468	apthili	Sample	12_17	8425.4	19.03
1469	apthili	Sample	12_17	7318.26	19.22
1470	apthili	Sample	12_24	0.771	31.19
1471	apthili	Sample	12_24	0.648	31.41
1472	apthili	Sample	12_31	5719.53	19.54
1473	apthili	Sample	12_31	5678.41	19.55
1474	apthili	Sample	12_38	161.27	24.2
1475	apthili	Sample	12_38	163.09	24.19
1476	apthili	Sample	12_2	169.37	24.14
1477	apthili	Sample	12_6	29.93	26.4
1478	apthili	Sample	12_11	46.27	25.84
1479	apthili	Sample	12_11	35.32	26.19
1480	apthili	Sample	12_18	9029.09	18.94
1481	apthili	Sample	12_18	11972.98	18.57
1482	apthili	Sample	12_25	1.19	30.62
1483	apthili	Sample	12_25	1.1	30.72
1484	apthili	Sample	12_32	3349.47	20.24
1485	apthili	Sample	12_32	2568.13	20.59
1486	apthili	Sample	12_39	821.94	22.07
1487	apthili	Sample	12_39	800.44	22.11
1488	apthili	Sample	12_3	134.89	24.44
1489	apthili	Sample	12_6	30.76	26.37
1490	apthili	Sample	12_12	3.24	29.31
1491	apthili	Sample	12_12	2.22	29.81
1492	apthili	Sample	12_19	639.32	22.4
1493	apthili	Sample	12_19	687.77	22.31
1494	apthili	Sample	12_26	2.18	29.83
1495	apthili	Sample	12_26	1.36	30.44
1496	apthili	Sample	12_33	16375.26	18.16
1497	apthili	Sample	12_33	13218.2	18.44
1498	apthili	Sample	12_40	1315.42	21.46
1499	apthili	Sample	12_40	1359.51	21.42
1500	apthili	Sample	12_3	108.68	24.72
1501	apthili	Sample	12_7	1.27	30.53
1502	apthili	Sample	12_13	549.88	22.6
1503	apthili	Sample	12_13	391.13	23.05
1504	apthili	Sample	12_20	0.0449	34.9
1505	apthili	Sample	12_20	0.0417	35.0
1506	apthili	Sample	12_27	52.16	25.68
1507	apthili	Sample	12_27	39.64	26.04
1508	apthili	Sample	12_34	1007.94	21.81
1509	apthili	Sample	12_34	1068.25	21.73
1510	apthili	Sample	12_41	814.98	22.09
1511	apthili	Sample	12_41	875.41	21.99
1512	apthili	Sample	12_4	126.16	24.52
1513	apthili	Sample	12_7	0.87	31.03
1514	apthili	Sample	12_14	11.55	27.65
1515	apthili	Sample	12_14	10.33	27.8
1516	apthili	Sample	12_21	1341.37	21.43
1517	apthili	Sample	12_21	1323.31	21.45
1518	apthili	Sample	12_28	14.06	27.39
1519	apthili	Sample	12_28	13.98	27.4
1520	apthili	Sample	12_35	324.43	23.29
1521	apthili	Sample	12_35	474.19	22.79
1522	AOV	Standard	std	10000000000.0	7.36
1523	AOV	Standard	std	10000000000.0	7.23
1524	AOV	Standard	std	100000000.0	14.46
1525	AOV	Standard	std	100000000.0	15.12
1526	AOV	Standard	std	1000000.0	22.01
1527	AOV	Standard	std	10000.0	22.32
1528	AOV	Standard	std	10000.0	29.88
1529	AOV	Sample	12_6	549083.56	21.32
1530	AOV	Sample	12_6	542532.25	21.34
1531	AOV	Sample	12_41	3.16	37.8
1532	AOV	Sample	12_41	0.0654	43.09
1533	BMLV	Standard	std	10000000000.0	2.95
1534	BMLV	Standard	std	10000000000.0	3.0
1535	BMLV	Standard	std	100000000.0	9.25
1536	BMLV	Standard	std	100000000.0	9.3
1537	BMLV	Standard	std	1000000.0	17.44
1538	BMLV	Standard	std	1000000.0	17.74
1539	BMLV	Standard	std	10000.0	25.01
1540	BMLV	Standard	std	10000.0	24.45
1541	BMLV	Standard	std	100.0	32.0
1542	BMLV	Sample	12_43	5.85	36.55
1543	BMLV	Sample	12_43	1.65	38.57
1544	BMLV	Sample	12_44	49.27	33.15
1545	BMLV	Sample	12_44	43.76	33.34
1546	BMLV	Sample	12_45	293.41	30.3
1547	BMLV	Sample	12_45	208.51	30.85
1548	BMLV	Sample	12_46	33.82	33.75
1549	BMLV	Sample	12_46	35.28	33.68
1550	BMLV	Sample	12_47	1777.74	27.43
1551	BMLV	Sample	12_47	1555.95	27.64
1552	BMLV	Sample	12_48	76222.5	21.43
1553	BMLV	Sample	12_48	57728.65	21.87
1554	BMLV	Sample	12_49	38418.36	22.52
1555	BMLV	Sample	12_49	29204.5	22.96
1556	BMLV	Sample	12_50	316860.59	19.15
1557	BMLV	Sample	12_50	234456.25	19.63
1558	BMLV	Sample	12_51	18.81	34.69
1559	BMLV	Sample	12_51	31.8	33.85
1560	BMLV	Sample	12_53	5.15	36.75
1561	BMLV	Sample	12_53	0.418	40.76
1562	BMLV	Sample	12_55	161.14	31.26
1563	BMLV	Sample	12_55	53.23	33.03
1564	BMLV	Sample	12_56	4225.92	26.04
1565	BMLV	Sample	12_56	4125.82	26.08
1566	BMLV	Sample	12_58	4.65	36.92
1567	BMLV	Sample	12_59	9.87	35.72
1568	BMLV	Sample	12_59	7.9	36.07
1569	BMLV	Sample	12_60	25.92	34.18
1570	BMLV	Sample	12_60	9.52	35.78
1571	BMLV	Sample	12_61	69.07	32.61
1572	BMLV	Sample	12_61	60.81	32.81
1573	BMLV	Sample	12_62	81.13	32.35
1574	BMLV	Sample	12_62	31.69	33.86
1575	BMLV	Sample	12_65	21608.94	23.44
1576	BMLV	Sample	12_65	21202.48	23.47
1577	BMLV	Sample	12_66	18.49	34.72
1578	BMLV	Sample	12_66	30.97	33.89
1579	BMLV	Sample	12_67	17.32	34.82
1580	BMLV	Sample	12_67	4.63	36.93
1581	BMLV	Sample	12_68	44.76	33.3
1582	BMLV	Sample	12_68	66.76	32.67
1583	BMLV	Sample	12_73	77.12	32.44
1584	BMLV	Sample	12_73	40.47	33.46
1585	BMLV	Sample	12_74	13.38	35.23
1586	BMLV	Sample	12_75	36.49	33.63
1587	BMLV	Sample	12_75	38.81	33.53
1588	BMLV	Sample	12_76	5.81	36.56
1589	BMLV	Sample	12_76	5.64	36.61
1590	BMLV	Sample	12_77	46560.1	22.21
1591	BMLV	Sample	12_77	44763.41	22.28
1592	BMLV	Sample	12_78	792.39	28.72
1593	BMLV	Sample	12_78	947.73	28.43
1594	BMLV	Sample	12_79	253.58	30.54
1595	BMLV	Sample	12_79	242.83	30.6
1596	BMLV	Sample	12_80	308.46	30.22
1597	BMLV	Sample	12_80	345.64	30.04
1598	BMLV	Sample	12_81	585.48	29.2
1599	BMLV	Sample	12_81	588.88	29.19
1600	BMLV	Sample	12_82	26405.53	23.12
1601	BMLV	Sample	12_82	26647.3	23.1
1602	BMLV	Sample	12_83	30.16	33.93
1603	BMLV	Sample	12_83	31.48	33.87
1604	BMLV	Sample	12_84	639.13	29.06
1605	BMLV	Sample	12_84	649.83	29.03
1606	AMFV	Standard	std	10000000000.0	6.73
1607	AMFV	Standard	std	10000000000.0	6.6
1608	AMFV	Standard	std	100000000.0	13.62
1609	AMFV	Standard	std	100000000.0	13.77
1610	AMFV	Standard	std	1000000.0	23.7
1611	AMFV	Standard	std	1000000.0	23.64
1612	AMFV	Standard	std	10000.0	30.36
1613	AMFV	Standard	std	10000.0	30.2
1614	AMFV	Standard	std	100.0	40.21
1615	AMFV	Standard	std	100.0	37.62
1616	AMFV	Sample	12_1	3618.24	32.54
1617	AMFV	Sample	12_1	3422.46	32.64
1618	AMFV	Sample	12_2	4285.98	32.24
1619	AMFV	Sample	12_2	3271.94	32.72
1620	AMFV	Sample	12_3	41187.5	28.26
1621	AMFV	Sample	12_3	30911.21	28.77
1622	AMFV	Sample	12_4	4184.63	32.29
1623	AMFV	Sample	12_4	1734.29	33.84
1624	AMFV	Sample	12_5	1383.99	34.23
1625	AMFV	Sample	12_5	464.72	36.16
1626	AMFV	Sample	12_7	2248.99	33.38
1627	AMFV	Sample	12_7	1152.64	34.56
1628	AMFV	Sample	12_8	18338.96	29.68
1629	AMFV	Sample	12_8	12232.04	30.4
1630	AMFV	Sample	12_9	7474.67	31.27
1631	AMFV	Sample	12_9	5897.45	31.68
1632	AMFV	Sample	12_10	10834.47	30.61
1633	AMFV	Sample	12_10	4597.3	32.12
1634	AMFV	Sample	12_11	6550.99	31.5
1635	AMFV	Sample	12_11	5392.8	31.84
1636	AMFV	Sample	12_12	69.78	39.49
1637	AMFV	Sample	12_14	1380.67	34.24
1638	AMFV	Sample	12_14	1899.03	33.68
1639	AMFV	Sample	12_15	340.34	36.7
1640	AMFV	Sample	12_15	736.11	35.35
1641	AMFV	Sample	12_16	6405.01	31.54
1642	AMFV	Sample	12_17	16937.05	29.82
1643	AMFV	Sample	12_17	15307.96	30.0
1644	AMFV	Sample	12_18	2014.15	33.57
1645	AMFV	Sample	12_18	1866.62	33.71
1646	AMFV	Sample	12_19	1185.69	34.51
1647	AMFV	Sample	12_19	1023.65	34.77
1648	AMFV	Sample	12_20	5857.31	31.69
1649	AMFV	Sample	12_20	4627.31	32.11
1650	AMFV	Sample	12_21	169.51	37.93
1651	AMFV	Sample	12_21	459.4	36.18
1652	AMFV	Sample	12_22	5410.02	31.83
1653	AMFV	Sample	12_22	4312.46	32.23
1654	AMFV	Sample	12_23	38825.47	28.36
1655	AMFV	Sample	12_23	37497.17	28.43
1656	AMFV	Sample	12_24	12815.73	30.32
1657	AMFV	Sample	12_24	13177.5	30.27
1658	AMFV	Sample	12_25	9809.7	30.79
1659	AMFV	Sample	12_25	9876.24	30.77
1660	AMFV	Sample	12_26	7662.67	31.22
1661	AMFV	Sample	12_26	8073.23	31.13
1662	AMFV	Sample	12_27	619.61	35.65
1663	AMFV	Sample	12_27	722.81	35.38
1664	AMFV	Sample	12_30	1462.2	34.14
1665	AMFV	Sample	12_30	1046.48	34.73
1666	AMFV	Sample	12_31	1283.25	34.37
1667	AMFV	Sample	12_31	1227.66	34.45
1668	AMFV	Sample	12_32	2445.98	33.23
1669	AMFV	Sample	12_32	2100.08	33.5
1670	AMFV	Sample	12_33	3829.64	32.44
1671	AMFV	Sample	12_33	3338.07	32.68
1672	AMFV	Sample	12_33	334.48	36.74
1673	AMFV	Sample	12_34	278.77	37.06
1674	AMFV	Sample	12_35	76460.37	27.17
1675	AMFV	Sample	12_35	77351.84	27.15
1676	AMFV	Sample	12_36	286771.19	24.84
1677	AMFV	Sample	12_36	256154.98	25.04
1678	AMFV	Sample	12_37	12781.09	30.32
1679	AMFV	Sample	12_37	11126.09	30.56
1680	AMFV	Sample	12_38	28889.9	28.88
1681	AMFV	Sample	12_38	25497.5	29.1
1682	AMFV	Sample	12_39	103005.04	26.65
1683	AMFV	Sample	12_39	92284.52	26.84
1684	AMFV	Sample	12_40	11966.85	30.44
1685	AMFV	Sample	12_40	11397.91	30.52
1686	AMFV	Sample	12_41	12952.82	30.3
1687	AMFV	Sample	12_41	13290.39	30.25
1688	AMFV	Sample	12_42	7357.03	31.29
1689	AMFV	Sample	12_42	7562.69	31.24
1690	DWV-A	Standard	std	10000000000.0	4.31
1691	DWV-A	Standard	std	10000000000.0	4.64
1692	DWV-A	Standard	std	100000000.0	12.65
1693	DWV-A	Standard	std	100000000.0	11.64
1694	DWV-A	Standard	std	1000000.0	21.4
1695	DWV-A	Standard	std	1000000.0	22.2
1696	DWV-A	Standard	std	10000.0	26.04
1697	DWV-A	Standard	std	10000.0	26.23
1698	DWV-A	Standard	std	100.0	29.48
1699	DWV-A	Standard	std	100.0	30.48
1700	DWV-A	Sample	13_19	1645.99	27.95
1701	DWV-A	Sample	13_19	2448.72	27.39
1702	DWV-A	Sample	13_20	105321.46	22.09
1703	DWV-A	Sample	13_20	94172.17	22.24
1704	DWV-A	Sample	13_23	19.62	34.21
1705	DWV-A	Sample	13_23	5.71	35.95
1706	DWV-A	Sample	13_25	36333.34	23.59
1707	DWV-A	Sample	13_25	50538.87	23.12
1708	DWV-A	Sample	13_26	472000000.0	10.22
1709	DWV-A	Sample	13_26	373000000.0	10.55
1710	DWV-A	Sample	13_27	38000000.0	13.77
1711	DWV-A	Sample	13_27	39900000.0	13.71
1712	DWV-A	Sample	13_28	1413.91	28.17
1713	DWV-A	Sample	13_28	1413.51	28.17
1714	DWV-A	Sample	13_30	764.11	29.04
1715	DWV-A	Sample	13_30	1027.52	28.62
1716	DWV-A	Sample	13_31	3047.91	27.09
